Date,Angola,Argentina,Azerbaijan,Bulgaria,Belarus,Belize,Brazil,Chile,China,Cote d'Ivoire,Colombia,Costa Rica,Dominican Republic,Ecuador,"Egypt, Arab Rep.",Gabon,Georgia,Ghana,Guatemala,Croatia,Hungary,Indonesia,India,Iraq,Jamaica,Jordan,Kazakhstan,Lebanon,Sri Lanka,Lithuania,Morocco,Mexico,Mongolia,Malaysia,Namibia,Nigeria,Pakistan,Panama,Peru,Philippines,Poland,Russian Federation,Senegal,El Salvador,Serbia,Trinidad and Tobago,Tunisia,Turkey,Ukraine,Uruguay,"Venezuela, RB",Vietnam,South Africa,Zambia
2011M01,NA,150.3286,NA,893.1386,NA,NA,826.5776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011M02,NA,142.1236,NA,891.8096,NA,NA,814.3989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011M03,NA,142.483,NA,904.0652,NA,NA,824.4552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011M04,NA,147.7478,NA,910.8025,NA,NA,827.9122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011M05,NA,146.0784,NA,920.398,NA,NA,850.414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011M06,NA,145.9092,NA,926.5039,NA,NA,862.1525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011M07,NA,148.2919,NA,922.9273,NA,NA,870.5801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011M08,NA,142.038,NA,924.0433,NA,NA,895.8095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011M09,NA,129.8729,NA,918.781,NA,NA,895.6662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011M10,NA,126.5483,NA,907.383,NA,NA,895.7638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011M11,NA,130.3572,NA,913.4344,NA,NA,914.5732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011M12,NA,128.5223,NA,913.8819,NA,NA,927.4052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012M01,NA,138.0693,NA,922.8249,NA,NA,930.3247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012M02,NA,142.6413,NA,937.8582,NA,NA,943.987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012M03,NA,141.6905,NA,948.1342,NA,NA,951.8959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012M04,NA,128.4322,NA,947.4161,NA,NA,959.324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012M05,NA,120.2509,NA,949.5129,NA,NA,961.4821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012M06,NA,119.7086,NA,947.2996,NA,NA,976.269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012M07,NA,125.5257,NA,958.3862,NA,NA,1004.127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012M08,NA,130.6414,NA,977.3564,NA,NA,1021.497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012M09,NA,143.5506,NA,988.1448,NA,NA,1027.067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012M10,NA,148.1615,NA,995.4734,NA,NA,1037.915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012M11,NA,119.9353,NA,999.116,NA,NA,1045.371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012M12,NA,135.7932,NA,1000.001,NA,NA,1048.771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013M01,NA,133.3257,NA,1000.671,NA,NA,1036.176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013M02,NA,128.3961,NA,1001.871,NA,NA,1015.608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013M03,NA,121.8041,NA,1003.343,130.1238,118.4346,1004.692,287.1215,404.9894,184.2953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013M04,NA,123.8004,NA,1007.189,129.9717,121.4273,1029.015,293.3955,409.0304,187.0839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013M05,NA,127.7786,NA,1010.84,132.9473,120.5994,1017.702,291.8638,407.2755,190.2187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013M06,NA,123.6761,NA,1007.134,126.9164,114.4224,946.8659,275.3727,390.2621,174.5814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013M07,NA,128.7223,NA,1008.375,127.438,104.6796,931.1622,272.4278,387.8831,176.6774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013M08,NA,135.1248,NA,1010.498,123.6167,106.1174,916.8367,270.2023,387.7443,177.1154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013M09,NA,136.5192,NA,1013.648,123.4998,108.9264,923.2788,269.7825,388.1945,178.1946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013M10,NA,153.8562,NA,1015.995,125.6897,111.3323,947.0011,277.3476,394.1442,186.4442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013M11,NA,166.3313,NA,1017.695,127.5579,113.6384,932.9031,276.4117,394.7896,183.0577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013M12,NA,168.1471,NA,1019.567,129.7154,115.1803,926.0402,275.9804,394.6258,186.7394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014M01,NA,155.627,NA,NA,134.3139,118.6179,926.9296,279.2614,396.2146,186.1623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014M02,NA,154.1084,NA,NA,134.1017,123.7222,939.9218,282.7301,399.5556,187.0053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014M03,NA,166.452,NA,NA,133.373,130.9955,957.7037,285.9976,402.8024,195.0645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014M04,NA,180.5,NA,NA,136.2018,130.4237,974.8899,290.312,408.0058,203.5055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014M05,NA,182.2149,NA,NA,138.3567,131.6988,995.9306,295.4187,413.3493,208.2091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014M06,NA,188.1852,NA,NA,142.8426,132.0631,1001.04,298.4549,416.7228,211.3321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014M07,NA,207.9524,NA,NA,143.9238,134.6822,1006.835,300.4516,419.207,215.9777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014M08,NA,188.5973,NA,NA,141.6086,140.4826,1012.244,303.0591,422.3501,215.9003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014M09,NA,194.6319,NA,NA,145.1677,143.9897,1012.8,302.4477,422.0709,217.7219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014M10,NA,192.596,NA,NA,145.0707,145.8829,1012.007,303.624,426.9776,212.263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014M11,NA,207.1333,NA,NA,147.9662,148.1605,1007.574,303.7205,427.9427,217.1925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014M12,NA,197.6745,NA,NA,135.0579,145.0585,1004.493,304.1134,430.0917,213.9895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015M01,NA,202.3778,NA,NA,124.8188,142.7784,1012.269,309.2576,434.9166,215.415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015M02,102.5517,210.48,112.8335,NA,112.6504,145.695,997.5753,312.244,436.7115,216.0059,524.4492,110.8902,367.8892,773.5691,279.3531,183.2669,193.8292,185.4895,127.0123,143.9231,290.4744,288.2058,112.0527,238.2087,201.2498,NA,160.4343,447.9577,200.4197,166.9846,114.7497,624.3223,113.5686,354.7635,127.0962,128.123,255.1596,1215.279,1158.194,789.9214,584.6995,839.3834,144.6595,263.18,213.1699,108.0382,100,702.7198,330.8529,361.3858,655.9043,198.8493,616.1698,104.977
2015M03,103.1308,227.0875,113.1417,NA,124.062,146.6059,980.7283,314.8095,439.7344,214.359,518.782,112.6741,370.1093,768.1894,279.2367,179.5333,195.1035,186.1064,125.5609,145.1909,289.2567,288.3969,112.4209,244.9161,203.9273,NA,159.6778,449.1874,200.5872,167.4347,115.3475,620.915,114.4906,353.7194,127.519,132.5029,259.9525,1203.862,1153.957,793.802,588.4945,875.2254,141.7216,264.1059,215.7307,109.768,99.46716,696.1953,299.6083,360.4797,643.5673,199.5538,616.5573,104.5707
2015M04,107.0271,227.0899,116.5586,NA,132.8584,149.0171,1021.674,319.5918,444.5617,222.6094,528.461,115.6724,374.9365,786.93,285.9666,188.7881,198.2574,189.2607,126.665,146.1397,293.2688,291.8622,113.2752,253.1402,206.5824,NA,169.8451,453.8432,202.4406,169.1299,116.214,634.0427,119.0314,365.8585,130.5761,139.0788,266.4985,1224.368,1179.802,804.2197,595.9302,933.3936,143.3705,271.0428,216.6242,111.4174,101.4792,703.2607,328.7417,367.1736,744.0851,200.3394,626.5043,106.5657
2015M05,108.5863,224.552,118.4632,NA,137.5194,152.182,1016.613,315.3052,440.1127,220.5898,518.3132,113.6925,373.3571,829.6153,287.868,193.0001,200.1996,189.0212,125.7385,145.6628,290.1739,286.3088,112.5462,252.0626,207.8682,NA,171.2489,458.2424,202.5666,167.9004,114.8032,621.9897,121.4722,362.6579,130.9191,141.1204,270.3494,1206.223,1156.905,799.4279,589.6419,945.1018,144.1333,269.8354,217.1252,110.9826,102.0114,698.4385,359.474,361.1075,806.8952,199.5942,623.801,106.6991
2015M06,106.4129,221.5801,116.5681,NA,140.3495,153.6319,1002.675,310.3318,437.2627,218.1215,505.4926,112.1664,368.3506,793.5019,282.1818,188.9844,198.0212,187.6261,123.6404,144.7888,287.7676,279.6495,111.7762,243.3294,210.97,NA,167.6583,458.8949,201.7405,166.6188,112.8658,608.0118,122.7214,359.2184,129.3414,138.9577,271.9985,1184.81,1128.127,786.4246,580.9982,937.482,142.9648,261.5096,216.0837,111.053,100.1231,686.8874,391.8937,351.2464,731.6327,195.6696,615.4155,103.8236
2015M07,105.6397,217.4704,116.2166,NA,144.4994,153.5876,992.4445,308.5936,437.4746,219.8261,502.0289,112.066,372.8272,757.8724,280.1302,185.8308,195.3687,189.4234,123.4733,145.0263,288.4513,280.3807,112.2039,239.1667,214.1355,NA,168.6069,461.4795,204.2938,166.8509,113.2638,609.2296,122.0699,355.901,129.4771,137.417,273.9752,1192.184,1125.295,788.1866,585.55,948.0223,144.9784,264.6156,216.2954,111.2899,97.64938,690.2641,424.5049,351.9177,694.8567,197.0479,619.4183,98.95733
2015M08,104.1897,224.4597,112.1696,NA,147.4331,152.726,969.2009,307.3223,439.7291,211.8122,497.3742,111.8304,364.7342,693.8925,281.0278,175.48,194.2627,185.1454,122.1032,145.5747,290.6328,276.9551,112.9209,236.7278,211.2128,NA,164.5642,461.512,204.2323,168.1569,112.1432,609.3148,116.6669,352.2993,128.5715,132.9727,271.8796,1192.014,1115.7,794.4611,588.5968,937.8611,141.1331,256.4475,217.2218,110.851,97.18785,679.9031,458.5783,348.582,660.5488,195.7315,613.1227,95.43716
2015M09,104.4113,230.5991,111.8311,NA,148.4607,152.8887,920.8083,303.3039,438.6949,209.1766,490.9904,110.1919,365.4455,655.52,282.7289,169.4966,191.848,181.4769,123.2059,146.208,290.9157,272.8212,113.0471,221.5761,212.1275,NA,163.8239,459.0274,204.5569,169.1195,112.6104,601.4146,116.7511,347.2467,127.6484,131.2856,272.269,1188.698,1096.082,793.1838,589.3414,953.28,139.6792,253.8515,219.46,108.6815,97.22659,669.6711,586.5837,340.1766,716.2093,193.4479,605.2354,88.16837
2015M10,105.7543,234.1515,112.0418,NA,153.3722,153.2341,925.1105,305.5584,442.9477,212.3168,500.002,108.712,365.7896,670.0607,276.6464,168.7388,194.0306,179.0716,123.1094,147.1234,294.9702,279.4414,114.2067,221.8818,212.437,NA,165.1909,458.7998,205.3569,170.7425,114.058,607.5056,118.9258,348.3386,127.2363,134.8152,274.5103,1211.917,1114.881,800.7851,597.2329,978.5334,141.1881,246.1446,221.3479,106.373,97.16796,691.5364,586.6147,343.4687,759.2291,197.9557,614.9128,84.84556
2015M11,107.9621,245.641,111.4374,NA,156.4554,153.7259,933.7692,302.8614,442.6817,213.8366,494.1533,108.3382,368.4534,701.4594,265.4519,171.2676,198.5083,181.0218,123.7256,146.8258,295.1316,276.9837,113.9183,226.9308,214.1598,100,171.6266,454.4193,203.0777,169.9627,111.6701,601.8155,118.2216,358.7459,126.6522,135.182,274.7049,1199.798,1107.35,796.2338,594.2055,992.1294,142.1508,246.7296,223.1213,108.2395,93.85975,694.9637,604.7397,339.1153,828.7647,195.6432,609.327,89.15771
