, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, 
Date, GDCS, GDSK, GDTH, GDTN, GDVN, GDBO, GDBG, GDFJ, GDGE, GDIS, GDLV, GDLB, GDMZ, GDES, GDVE, 
12/31/1991,, , , , , , , , , , , , , ,11191.364, 
1/31/1992,, , , , , , , , , , , , , ,11203.376, 
2/29/1992,, , , , , , , , , , , , , ,10885.534, 
3/31/1992,, , , , , , , , , , , , , ,10027.155, 
4/30/1992,, , , , , , , , , , , , , ,10414.672, 
5/31/1992,, , , , , , , , , , , , , ,10248.571, 
6/30/1992,, , , , , , , , , , , , , ,10221.585, 
7/31/1992,, , , , , , , , , , , , , ,10481.524, 
8/31/1992,, , , , , , , , , , , , , ,10638.494, 
9/30/1992,, , , , , , , , , , , , , ,10081.341, 
10/31/1992,, , , , , , , , , , , , , ,9712.923, 
11/30/1992,, , , , , , , , , , , , , ,9014.699, 
12/31/1992,, , , , , , , , , , , , , ,9153.822, 
1/31/1993,, , , , , , , , , , , , , ,8888.059, 
2/28/1993,, , , , , , , , , , , , , ,8948.124, 
3/31/1993,, , , , , , , , , , , , , ,9652.801, 
4/30/1993,, , , , , , , , , , , , , ,9987.899, 
5/31/1993,, , , , , , , , , , , , , ,10571.746, 
6/30/1993,, , , , , , , , , , , , , ,10863.668, 
7/31/1993,, , , , , , , , , , , , , ,11423.845, 
8/31/1993,, , , , , , , , , , , , , ,10762.849, 
9/30/1993,, , , , , , , , , , , , , ,11028.421, 
10/31/1993,, , , , , , , , , , , , , ,12045.388, 
11/30/1993,, , , , , , , , , , , , , ,11187.372, 
12/31/1993,, , , , , , , , , , , , , ,11937.026, 
1/31/1994,, , , , , , , , , , , , , ,11701.29, 
2/28/1994,, , , , , , , , , , , , , ,10066.544, 
3/31/1994,, , , , , , , , , , , , , ,8406.002, 
4/30/1994,, , , , , , , , , , , , , ,8141.527, 
5/31/1994,, , , , , , , , , , , , , ,9050.595, 
6/30/1994,, , , , , , , , , , , , , ,7610.525, 
7/31/1994,, , , , , ,1385.443, , , , , , , ,7008.265, 
8/31/1994,, , , , , ,1687.98, , , , , , , ,8061.965, 
9/30/1994,, , , , , ,1801.468, , , , , , , ,8400.643, 
10/31/1994,, , , , , ,1792.451, , , , , , , ,7925.63, 
11/30/1994,, , , , , ,1749.731, , , , , , , ,7712.929, 
12/31/1994,, , , , , ,1720.448, , , , , , , ,7512.248, 
1/31/1995,, , , , , ,1476.272, , , , , , , ,7408.948, 
2/28/1995,, , , , , ,1504.945, , , , , , , ,7491.625, 
3/31/1995,, , , , , ,1417.094, , , , , , , ,7199.615, 
4/30/1995,, , , , , ,1641.729, , , , , , , ,7627.981, 
5/31/1995,, , , , , ,1759.728, , , , , , , ,8151.697, 
6/30/1995,, , , , , ,1833.027, , , , , , , ,8135.411, 
7/31/1995,, , , , , ,1685.049, , , , ,392.507, , ,8225.072, 
8/31/1995,, , , , , ,1778.375, , , , ,389.751, , ,8344.738, 
9/30/1995,, , , , , ,1836.809, , , , ,387.793, , ,8482.95, 
10/31/1995,, , , , , ,1854.281, , , , ,392.632, , ,8243.501, 
11/30/1995,, , , , , ,1880.717, , , , ,397.876, , ,8166.276, 
12/31/1995,, , , , , ,2011.746, , , , ,409.918, , ,9120.279, 
1/31/1996,, , , , , ,2153.245, , , , ,419.96, , ,9863.505, 
2/29/1996,, , , , , ,1930.888, , , , ,429.501, , ,9116.248, 
3/31/1996,, , , , , ,1860.849, , , , ,426.442, , ,9709.913, 
4/30/1996,, , , , , ,1886.056, , , , ,424.882, , ,10097.844, 
5/31/1996,, , , , , ,1980.624, , , , ,438.126, , ,10686.633, 
6/30/1996,, , , , , ,2023.091, , , , ,432.168, , ,10771.974, 
7/31/1996,, , , , , ,1948.704, , , , ,432.168, , ,11087.071, 
8/31/1996,, , , , , ,1848.121, , , , ,408.853, , ,11502.257, 
9/30/1996,, , , , , ,1935.315, , , , ,412.59, , ,12596.829, 
10/31/1996,, , , , , ,1900.25, , , , ,419.835, , ,12453.447, 
11/30/1996,, , , , , ,2115.911, , , , ,424.876, , ,13270.078, 
12/31/1996,, ,326.735, , , ,2229.77, , , , ,428.519, , ,13338.434, 
1/31/1997,, ,329.023, , , ,2043.655, , , , ,431.46, , ,13692.026, 
2/28/1997,, ,328.62, , , ,2471.561, , , , ,428.961, , ,13745.608, 
3/31/1997,, ,311.977, , , ,2322.632, , , , ,428.536, , ,12737.921, 
4/30/1997,, ,823.013, , , ,2620.46, , , , ,437.725, , ,12951.735, 
5/31/1997,, ,827.021, , , ,2825.962, , , , ,441.41, , ,13548.771, 
6/30/1997,, ,839.503, , , ,3037.776, , , , ,445.229, , ,14087.51, 
7/31/1997,, ,865.338, , , ,3184.291, , , , ,416.646, , ,14586.571, 
8/31/1997,, ,841.736, , , ,3177.004, , , , ,416.243, , ,14600.051, 
9/30/1997,, ,818.521, , , ,3374.251, , , , ,419.542, , ,13869.914, 
10/31/1997,, ,683.712, , , ,2851.556, , , , ,422.787, , ,12650.799, 
11/30/1997,, ,726.642, , , ,3066.379, , , , ,425.727, , ,13038.565, 
12/31/1997,, ,700.971, , , ,3168.885, , , , ,428.971, , ,13811.509, 
1/31/1998,, ,692.886, , , ,3042.935, , , , ,431.912, , ,13755.906, 
2/28/1998,, ,697.854, , , ,3221.41, , , , ,434.953, , ,13982.612, 
3/31/1998,, ,690.115, , , ,3329.905, , , , ,437.792, , ,13867.612, 
4/30/1998,, ,722.865, , , ,3366.957, , , , ,441.037, , ,13618.948, 
5/31/1998,, ,1304.006, , , ,3293.841, , , , ,443.977, , ,13256.381, 
6/30/1998,, ,1304.62, , , ,3130.576, , , , ,447.221, , ,12174.284, 
7/31/1998,, ,1298.236, , , ,3094.462, , , , ,413.662, , ,11469.573, 
8/31/1998,, ,1239.262, , , ,2001.106, , , , ,416.501, , ,7085.559, 
9/30/1998,, ,683.842, , , ,2528.966, , , , ,419.745, , ,9071.395, 
10/31/1998,, ,688.424, , , ,2871.59, , , , ,422.787, , ,9686.287, 
11/30/1998,, ,725.281, , , ,3117.326, , , , ,425.626, , ,9283.776, 
12/31/1998,,287.258,751.729, , , ,2942.744, , , , ,1063.858, , ,9770.477, 
1/31/1999,,298.475,768.072, , , ,2790.322, , , , ,1066.622, , ,9362.588, 
2/28/1999,,306.85,751.755, , , ,2890.944, , , , ,1072.351, , ,9513.857, 
3/31/1999,,308.633,768.176, , , ,2797.243, , , , ,2394.743, , ,10185.776, 
4/30/1999,,320.679,777.108, , , ,2891.861, , , , ,2325.206, , ,11533.492, 
5/31/1999,,294.475,763.22, , , ,2769.858, , , , ,2353.868, , ,10694.359, 
6/30/1999,,298.508,763.296, , , ,2909.12, , , , ,2372.624, , ,11083.838, 
7/31/1999,,298.179,757.677, , , ,2857.699, , , , ,1913.402, , ,10636.402, 
8/31/1999,,307.521,923.365, , , ,2871.21, , , , ,1915.627, , ,9939.915, 
9/30/1999,,311.554,913.945, , , ,2965.104, , , , ,1859.192, , ,10476.279, 
10/31/1999,,316.1,903.369, , , ,3209.535, , , , ,1865.645, , ,10808.291, 
11/30/1999,,319.146,907.613, , , ,3345.191, , , , ,2278.46, , ,10442.118, 
12/31/1999,,320.554,904.568, , , ,3439.754, , , , ,2280.365, , ,10638.221, 
1/31/2000,,323.896,905.95, , , ,3310.009, , , , ,2307.814, , ,10638.721, 
2/29/2000,,327.396,920.386, , , ,3482.465, , , , ,2335.116, , ,11300.28, 
3/31/2000,,329.179,922.455, , , ,3386.755, , , , ,2376.522, , ,10935.159, 
4/30/2000,,332.225,893.065, , , ,3260.277, , , , ,1782.281, , ,10598.6, 
5/31/2000,,302.054,891.464, , , ,3219.063, , , , ,1764.636, , ,10227.812, 
6/30/2000,,306.383,909.855, , , ,3446.708, , , , ,1784.992, , ,10680.205, 
7/31/2000,,309.646,921.254, , , ,3415.777, , , , ,2049.42, , ,10761.123, 
8/31/2000,,314.508,934.22, , , ,3483.974, , , , ,2575.596, , ,11150.121, 
9/30/2000,,316.804,931.517, , , ,3309.13, , , , ,2535.289, , ,10870.14, 
10/31/2000,,320.896,915.558, , , ,3250.117, , , , ,2441.529, , ,10523.291, 
11/30/2000,,323.429,930.613, , , ,3154.936, , , , ,2461.393, , ,10613.058, 
12/31/2000,,326.929,949.387, , , ,3379.466, , , , ,2881.381, , ,10160.494, 
1/31/2001,,332.304,958.925, , , ,3354.165, , , , ,2899.631, , ,10689.935, 
2/28/2001,,335.054,971.666, , , ,3260.009, , , , ,3140.093, , ,10834.376, 
3/31/2001,,339.304,655.6, , , ,3297.626, , , , ,3140.364, , ,10535.806, 
4/30/2001,,340.021,618.948, , , ,3283.029, , , , ,4269.817, , ,10430.996, 
5/31/2001,,313.304,624.794, , , ,3399.505, , , , ,4734.442, , ,10507.327, 
6/30/2001,,315.758,641.734, , , ,3628.507, , , , ,4710.432, , ,10233.713, 
7/31/2001,,316.396,662.592, , , ,3460.935, , , , ,4699.321, , ,10144.026, 
8/31/2001,,319.758,664.547, , , ,3750.115, , , , ,5487.967, , ,10309.391, 
9/30/2001,,333.225,685.812, , , ,3628.059, , , , ,5520.376, , ,9820.766, 
10/31/2001,,333.429,675.591, , , ,3699.818, , , , ,5575.496, , ,9729.456, 
11/30/2001,,339.158,662.801, , , ,3910.264, , , , ,5852.762, , ,9601.466, 
12/31/2001,,340.112,660.475, , , ,4113.226, , , , ,5827.895, , ,8985.566, 
1/31/2002,,342.863,664.158, , , ,3930.36, , , , ,5757.72, , ,8736.893, 
2/28/2002,,343.125,672.691, , , ,4027.585, , , , ,5580.34, , ,9424.322, 
3/31/2002,,343.487,655.774, , , ,4195.49, , , , ,6549.887, , ,9651.378, 
4/30/2002,,345.033,654.63,639.291, , ,3573.558, , , , ,5690.142, , ,9720.371, 
5/31/2002,,0,663.182,644.098, , ,3641.743, , , , ,5838.481, , ,9627.955, 
6/30/2002,,0,672.387,635.905, , ,3591.767, , , , ,5780.548, , ,8849.486, 
7/31/2002,,0,682.692,656.15, , ,3395.928, , , , ,5790.585, , ,8645.977, 
8/31/2002,,0,696.035,661.77, , ,3528.5, , , , ,5723.929, , ,9481.562, 
9/30/2002,,0,720.775,665.765, , ,3513.932, , , , ,5788.031, , ,8954.734, 
10/31/2002,,0,694.389,663.666, , ,3672.482, , , , ,5782.757, , ,9092.815, 
11/30/2002,,0,692.279,678.223, , ,3732.6, , , , ,6355.293, , ,9530.714, 
12/31/2002,,0,704.797,694.405, , ,3767.249, , , , ,6552.137, , ,8937.445, 
1/31/2003,,0,702.63,701.65, , ,3747.422, , , , ,6745.022, , ,8551.395, 
2/28/2003,,0,710.515,711.879, , ,3751.043, , , , ,6796.215, , ,8360.101, 
3/31/2003,,0,706.63,719.39, , ,3731.459, , , , ,6932.449, , ,8041.395, 
4/30/2003,,0,688.919,727.041, , ,3731.882, , , , ,7016.569, , ,8555.705, 
5/31/2003,, ,1003.892,774.098, , ,3855.855, , , , ,7158.606, , ,9404.64, 
6/30/2003,, ,1003.448,765.905, , ,3854.345, , , , ,7146.996, , ,9273.059, 
7/31/2003,, ,1006.043,724.4, , ,3652.927, , , , ,7087.71, , ,9531.628, 
8/31/2003,, ,1004.247,721.762, , ,3655.354, , , , ,7033.126, , ,8442.971, 
9/30/2003,, ,1019.121,753.515, , ,3718.533, , , , ,7045.887, , ,10170.151, 
10/31/2003,, ,992.202,715.666, , ,3764.891, , , , ,7031.757, , ,11183.6, 
11/30/2003,, ,989.351,740.786, , ,3815.613, , , , ,7069.642, , ,11593.015, 
12/31/2003,, ,992.998,738.28, , ,3848.038, , , , ,6171.31, , ,12172.435, 
1/31/2004,, ,993.631,748.775, , ,3746.413, , , , ,6258.868, , ,13623.264, 
2/29/2004,, ,1000.709,762.387, , ,3782.701, , , , ,6275.485, , ,13179.183, 
3/31/2004,, ,1007.494,776.265, , ,3821.733, , , , ,5215.208, , ,13585.823, 
4/30/2004,, ,974.824,714.041, , ,3742.167, , , , ,5134.21, , ,12762.964, 
5/31/2004,, ,1966.807,702.598, , ,3727.505, , , , ,6052.931, , ,12894.393, 
6/30/2004,, ,1964.38,717.155, , ,3154.009, , , , ,5183.398, , ,13711.215, 
7/31/2004,, ,1970.139,726.025, , ,3054.109, , , , ,5234.26, , ,14302.925, 
8/31/2004,, ,1991.193,746.27, , ,3120.242, , , , ,5261.588, , ,14920.984, 
9/30/2004,, ,1988.878,759.202, , ,3138.343, , , , ,6098.644, , ,15235.029, 
10/31/2004,, ,1973.397,744.916, , ,3175.776, , , , ,6008.207, , ,16258.956, 
11/30/2004,, ,1948.96,747.286, , ,3179.468, , , , ,5958.147, , ,16608.109, 
12/31/2004,, ,1956.571,1028.468,273.915, ,3204.126, , , , ,7655.736, , ,17325.802, 
1/31/2005,, ,1956.927,1036.525,280.772, ,2191.094, , , , ,7688.307, , ,17028.916, 
2/28/2005,, ,1951.791,1039.285,286.83, ,2193.737, , , , ,7592.234, , ,17113.454, 
3/31/2005,, ,1950.068,1006.14,262.016, ,2142.229, , , , ,7449.032, , ,16493.211, 
4/30/2005,941.512, ,1939.194,1004.551,264.328, ,2182.594, , , , ,6177.208, , ,16427.707, 
5/31/2005,924.075, ,1944.552,1024.098,269.825, ,2212.749, , , , ,6192.46, , ,18149.69, 
6/30/2005,932.738, ,1951.568,1027.041,270.661, ,2229.135, , , , ,6818.6, , ,18664.178, 
7/31/2005,940.275, ,1945.053,1016.963,271.549, ,1583.379, , , , ,6973.904, , ,18666.802, 
8/31/2005,963.9, ,1958.412,1033.395,274.033, ,1598.468, , , , ,6953.537, , ,19183.794, 
9/30/2005,982.012, ,1952.849,1018.213,261.563, ,1589.441, , , , ,6938.79, , ,20064.208, 
10/31/2005,954.45, ,1930.576,981.916,264.691, ,1551.482, , , , ,7678, , ,19700.523, 
11/30/2005,945.563, ,1927.628,989.859,1040.252, ,1564.029, , , , ,7662.708, , ,19605.525, 
12/31/2005,967.95, ,1934.753,996.78,1052.187, ,1579.118, , , , ,7804.652, , ,22613.709, 
1/31/2006,983.745, ,1938.983,993.775,1046.664, ,1522.735, , , , ,7965.307, , ,23344.014, 
2/28/2006,1010.813, ,1943.278,990.66,1054.758, ,1527.711, , , , ,7959.439, , ,23791.487, 
3/31/2006,992.925, ,1947.889,977.39,1038.912, ,1506.852, , , , ,7904.525, , ,20156.988, 
4/30/2006,986.738, ,1316.951,949.364,1040.627, ,1496.529, , , , ,10104.944, , ,20031.889, 
5/31/2006,932.175, ,296.168,954.036,1041.953, ,1492.558, , , , ,10090.356, , ,19327.727, 
6/30/2006,903.038, ,296.951,943.353,1023.98, ,1480.011, , , , ,10809.845, , ,18511.332, 
7/31/2006,949.725, ,299.65,959.025,1023.22, ,1465.558, , , , ,10083.494, , ,19231.64, 
8/31/2006,976.725, ,302.065,974.957,1044.747, ,1496.529, , , , ,10532.59, , ,19472.609, 
9/30/2006,981.225, ,303.893,725.24,793.555, ,1516.382, , , , ,10536.63, , ,19057.208, 
10/31/2006,972.675, ,305.583,702.666,800.664, ,1534.647, , , , ,10551.166, , ,19200.12, 
11/30/2006,994.838, ,298.982,709.261,816.211, ,1559.264, , , , ,9799.586, , ,19418.207, 
12/31/2006,1008.9, ,299.625,712.605,833.633, ,1555.294, , , , ,9812.716, , ,19839.358, 
1/31/2007,1026, ,300.879,708.8,800.898, ,1490.97, , , , ,10153.96, , ,19242.15, 
2/28/2007,1037.137, ,303.356,720.329,808.659, ,1522.946, , , , ,10081.35, , ,19426.144, 
3/31/2007,1035.338, ,304.883,725.89,815.117, ,1524.323, , , , ,10156.76, , ,19419.5, 
4/30/2007,1029.263, ,306.466,703.771,821.289, ,1537.823, , , , ,9952.345, , ,19171.9, 
5/31/2007,1032.75, ,298.574,705.686,815.273, ,1522.735, , , , ,10289.058, , ,18427.835, 
6/30/2007,1025.1, , ,702.075,803.633, ,1509.235, , , , ,9976.155, , ,17164.502, 
7/31/2007,1009.8, , ,706.85,759.648, ,1467.146, , , , ,9711.869, , ,17278.086, 
8/31/2007,967.275, , ,712.145,770.508, ,1493.352, , , , ,8956.777, , ,16430.197, 
9/30/2007,1029.713, , ,716.14,792.617, ,1498.911, , , , ,8941.689, , ,16908.672, 
10/31/2007,1034.775, , ,705.591,813.789, ,1529.882, , , , ,8426.526, , ,17520.13, 
11/30/2007,1021.838, , ,709.131,808.711, ,1540.205, , , , ,8385.393, , ,16173.156, 
12/31/2007,1001.025, , ,715.209,818.633, ,1525.408, , , , ,8470.839, , ,17349.765, 
1/31/2008,1017.9, , ,718.846,797.148, ,1516.673, , , , ,8575.919, , ,17767.191, 
2/29/2008,1029.15, , ,722.028,795.677, ,1512.702, , , , ,8637.417, , ,17329.641, 
3/31/2008,1012.554, , ,722.773,801.992, ,1505.555, , , , ,9429.133, , ,16376.79, 
4/30/2008,986.063, , ,702.799,802.539, ,1531.761, ,505.063, , ,9451.143, , ,16163.56, 
5/31/2008,1013.738, , ,703.544,739.336, ,1535.732, ,500.788, , ,9455.833, , ,16479.16, 
6/30/2008,995.513, , ,696.164,736.133, ,1488.878, ,505.112, , ,10467.531, , ,20217.969, 
7/31/2008,1017.9, , ,700.971,725.898, ,1434.084, ,490.788, , ,10542.041, , ,19627.007, 
8/31/2008,1015.65, , ,705.778,735.82, ,1442.819, ,454.362, , ,11149.504, , ,19873.971, 
9/30/2008,940.838, , ,697.585,715.885, ,1419.79, ,431.042, , ,10963.31, , ,16563.969, 
10/31/2008,791.775, , ,624.799,540.182, ,1225.229, ,351.667, , ,8950.775, , ,12513.691, 
11/30/2008,692.213, , ,636.919,596.979, ,1233.964, ,302.292, , ,9572.241, , ,12798.399, 
12/31/2008,647.325, , ,645.789,646.276, ,1287.171, ,310.417, , ,8740.433, , ,11501.913, 
1/31/2009,758.588, , ,672.533,654.792, ,1307.024, ,322.792, , ,9129.15, , ,11929.437, 
2/28/2009,761.625, , ,679.778,651.589, ,1280.818, ,302.917, , ,9262.455, , ,12532.621, 
3/31/2009,781.65, , ,677.273,700.885, ,1299.083, ,359.917, , ,8316.931, , ,12987.827, 
4/30/2009,780.863, , ,673.549,720.182, ,1361.818, ,366.417, , ,10443.023, , ,14552.916, 
5/31/2009,924.525, , ,697.044,754.479, ,1395.966, ,389.292, , ,10519.294, , ,14270.71, 
6/30/2009,928.013, , ,704.289,766.276, ,1376.113, ,421.017, , ,10738.532, , ,15165.96, 
7/31/2009,974.83, , ,714.783,763.542, ,1364.201, ,426.442, , ,11071.748, , ,15805.029, 
8/31/2009,978.075, , ,722.841,771.589, ,1404.701, ,482.917, , ,11206.882, , ,15384.559, 
9/30/2009,1078.538, , ,735.773,794.635, ,1489.673, ,509.792, , ,11210.264, , ,16553.823, 
10/31/2009,1064.363, , ,716.611,806.432, ,1514.291, ,501.667, , ,11406.984, , ,15743.849, 
11/30/2009,1067.175, , ,716.544,795.729, ,1294.083, ,509.792, , ,11375.497, , ,17687.872, 
12/31/2009,1073.25, , ,712.414,794.401, ,1309.701, ,512.917, , ,11493.464, , ,18192.587, 
1/31/2010,1079.325, , ,724.533,1792.667, ,1253.343, ,526.042, , ,12225.772, , ,19293.42, 
2/28/2010,1085.4, , ,726.903,1812.589, ,1255.38, ,527.917, , ,12201.069, , ,19504.269, 
3/31/2010,1091.475, , ,736.585,1837.51, ,1300.873, ,537.542, , ,13367.313, , ,20233.878, 
4/30/2010,1061.1, , ,715.799,1880.557, ,1298.565, ,518.917, , ,13353.018, , ,19106.211, 
5/31/2010,987.232, , ,710.044,1846.104, ,1253.343, ,521.042, , ,12230.603, , ,16142.801, 
6/30/2010,1027.035, , ,714.884,1869.776, ,1266.244, ,514.044, , ,12273.6, , ,16474.15, 
7/31/2010,1043.347, , ,722.908,1935.167, ,1256.06, ,525.792, , ,12302.423, , ,18114.719, 
8/31/2010,1051.83, , ,723.653,1927.589, ,1277.108, ,508.917, , ,12519.098, , ,17594.191, 
9/30/2010,1049.873, , ,726.023,1957.51, ,1300.873, ,523.042, , ,12440.388, , ,20752.414, 
10/31/2010,1033.56, , ,702.214,2017.745, ,1308.342, ,525.417, , ,12442.529, , ,20776.76, 
11/30/2010,998.55, , ,705.364,1999.854, ,1302.232, ,519.792, , ,13371.485, , ,19511.298, 
12/31/2010,999.18, , ,702.664,1845.401, ,1315.133, ,520.417, , ,13387.003, , ,21091.414, 
1/31/2011,1019.97, , ,687.158,1743.292, ,1264.207, ,531.042, , ,13462.467, , ,21002.393, 
2/28/2011,1030.68, , ,692.778,1778.839, ,1276.348, ,532.417, , ,13648.48, , ,20764.537, 
3/31/2011,1038.87, , ,700.023,1868.135, ,1283.219,248.071,551.042, , ,12916.41, , ,21176.572, 
4/30/2011,1014.3, , ,679.236,1887.432, ,1297.478,252.827,496.814, , ,12915.729, , ,21210.397, 
5/31/2011,984.757, , , ,1893.604, ,1310.379,256.772,519.679, , ,13939.409, , ,20880.409, 
6/30/2011,982.935, , , ,1891.026, ,1311.33,254.827,518.793, ,488.594,14062.974, , ,21964.892, 
7/31/2011,995.692, , , ,1865.167, ,1265.565,260.371,525.408,1012.574,496.406,14229.883, , ,22136.49, 
8/31/2011,976.86, , , ,1843.839, ,1272.763,267.226,532.648,997.156,500.469,15499.903, , ,24522.419, 
9/30/2011,1856.622, , , ,1752.51, ,1241.122,257.713,491.137,994.159,482.656,14796.004, , ,22753.315, 
10/31/2011,1982.496, , , ,1826.182, ,1260.541,239.689,511.814,1005.671,487.344,14809.779, , ,26974.838, 
11/30/2011,1871.833, , , ,1812.979, ,1239.764,241.828,517.179,998.464,469.531,15629.864, , ,26792.553, 
12/31/2011,1886.279, , , ,1834.151, ,1255.38,244.241,522.543,979.401,461.094,15676.459, , ,27842.28, 
1/31/2012,1920.086, , , ,1817.667, ,1228.899,258.648,526.033,1012.494,467.031,15763.923, , ,29736.134, 
2/29/2012,1969.793, , , ,1913.839, ,1248.156,260.12,530.773,1009.496,1514.281,15846.872, , ,33284.645, 
3/31/2012,2008.409, , , ,1934.385, ,1250.628,249.959,541.137,1017.599,1545.844,14865.318, , ,32577.263, 
4/30/2012,1983.766, , , ,1932.432, ,1253.907,252.885,543.064,1026.511,1546.156,15749.797, , ,32894.98, 
5/31/2012,1877.25,1434.323, , ,1873.604, ,1253.228,255.034,534.679,2017.008,1508.719,15361.784, , ,28907.91, 
6/30/2012,1920.354,1484.792, , ,1916.651, ,1247.118,257.49,543.043,1981.271,1557.406,14691.627, , ,30149.147, 
7/31/2012,1909.958,1557.76, , ,1904.542, ,1234.761,260.658,556.658,2047.519,1598.969,16492.344, , ,31183.759, 
8/31/2012,1920.063,1573.069, , ,1898.839, ,1252.223,270.857,574.523,2130.608,1625.581,16490.538, , ,32559.244, 
9/30/2012,1958.667,1601.848, , ,1950.01, ,1261.375,261.637,588.637,2168.446,1675.844,16789.988, , ,31837.381, 
10/31/2012,3029.792,1630.252, , ,2028.682,500.135,1274.547,262.98,575.564,2187.424,1692.406,16749.097, , ,31745.841, 
