, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, 
3/31/2006,9.226, ,17.273, , , , ,14.251, , ,4.334,21.795, ,3.926, , , ,1.926, , , , 
4/30/2006,9.064, ,17.245, , , , ,14.169, , ,4.252,21.712, ,3.844, , , ,1.844, , , , 
5/31/2006,8.972, ,19.243, , , , ,14.085, , ,4.167,21.627, ,3.759, , , ,1.76, , , , 
6/30/2006,8.917, ,19.244, , , , ,14.003, , ,4.085,21.545, ,3.677, , , ,1.678, , , , 
7/31/2006,8.849, ,19.212, , , , ,13.918, , ,4,21.46, ,3.592, , , ,1.593, , , , 
8/31/2006,8.742, ,18.948, , , , ,13.833, , ,3.915,21.375, ,3.507, , , ,1.508, , , , 
9/30/2006,8.727, ,18.716, , , , ,13.751, , ,3.833,21.293, ,3.425, , , ,1.426, , , , 
10/31/2006,8.605, ,18.722, , , , ,13.667, , ,3.748,21.208, , , , , ,1.342, , , , 
11/30/2006,8.538, ,18.68, , , , ,13.585, , ,3.666,21.126, , , , , ,1.26, , , , 
12/31/2006,8.474, ,18.718, , , , ,13.5, , ,3.581,21.041, , , , , ,1.175, , , , 
1/31/2007,8.431, ,18.633, , , , ,13.415, , ,3.496,20.956, , , ,28.844, ,1.09, , , , 
2/28/2007,8.34, ,18.274, , , , ,13.339, , ,3.419,20.879, , , ,28.767, ,1.014, , , , 
3/31/2007,8.247, ,18.208, , , , ,13.251, , ,3.334,20.795, , , ,28.682, ,0.926, , , , 
4/30/2007,8.149, ,18.195, , , , ,13.169, , ,3.252,20.712, , , ,28.6, , , , , , 
5/31/2007,8.106, ,18.145, , , , ,13.085, , ,3.167,20.627, , , ,28.515, , , , , , 
6/30/2007,8.003, ,18.04, , , , ,13.003, , ,3.085,20.545, , , ,28.433, , , , , , 
7/31/2007,7.965, ,18.03, , , , ,12.918, , ,3,20.46, , , ,28.348, , , , , , 
8/31/2007,7.839, ,17.764, , , , ,12.833, , , ,20.375, , , ,28.263, , , , , , 
9/30/2007,7.744, ,17.645, , , , ,12.751, , , ,20.293, , , ,28.181, , , , , , 
10/31/2007,7.675, ,17.707, , , , ,12.667, , , ,20.208, , , ,28.096, , , , , , 
11/30/2007,7.599, ,17.752, , , , ,12.585, , , ,20.126, , , ,28.014, , , , , , 
12/31/2007,7.547, ,17.743,9.945, , , ,12.5, , , ,20.041, , , ,27.929, , , , , , 
1/31/2008,7.48, ,17.655,9.863, , , ,12.415, , , ,19.956, , , ,27.844, , , , , , 
2/29/2008,7.365, ,17.408,9.784, , , ,12.336, , , ,19.877, , , ,27.764, , , , , , 
3/31/2008,7.324, ,17.308,9.701, , , ,12.251, , , ,19.795, , , ,27.682, , , , , , 
4/30/2008,7.193, ,17.279,9.619, , , ,12.169, , , ,19.712, , , ,27.6, , , , , , 
5/31/2008,7.946, ,17.255,9.534, , , ,12.085, , , ,19.627, , , ,27.515, , , , , , 
6/30/2008,7.874, ,17.223,9.452, , , ,12.003, , , ,19.545, , , ,27.433, , , , , , 
7/31/2008,7.844, ,17.042,9.367, , , ,11.918, , , ,19.46, , , ,27.348, , , , , , 
8/31/2008,7.742, ,16.649,9.282, , , ,11.833, , , ,19.375, , , ,27.263, , , , , , 
9/30/2008,7.692, ,16.318,9.2, , , ,11.751, , , ,19.293, , , ,27.181, , , , , , 
10/31/2008,7.816, ,16.253,9.115, , , ,11.667, , , ,19.208, , , ,27.096, , , , , , 
11/30/2008,7.559, ,16.804,9.033, , , ,11.585, , , ,19.126, , , ,27.014, , , , , , 
12/31/2008,7.427, ,16.728,8.948, , , ,11.5, , , ,19.041, , , ,26.929, , , , , , 
1/31/2009,7.393, ,0,8.863, , , ,11.415, , , ,18.956, , , ,26.844, , , , , , 
2/28/2009,7.306, , ,8.786, , , ,11.339, , , ,18.879, , , ,26.767, , , , , , 
3/31/2009,7.206, , ,8.701, , , ,11.251, , , ,18.795, , , ,26.682, , , , , , 
4/30/2009,6.588, , ,8.619, , , ,11.169, , , ,18.712, , , ,26.6, , , , , , 
5/31/2009,6.599, , ,8.534, , , ,11.085, , , ,18.627, , , ,26.515, , , , , , 
6/30/2009,6.449, , ,8.452, , , ,11.003, , , ,18.545, , , ,26.433, ,3.984, , , , 
7/31/2009,7.205, ,6.373,8.367, , , ,10.918, , , ,18.46, , , ,26.348, ,3.901, , , , 
8/31/2009,7.131, ,6.29,8.282, , , ,10.833, , , ,18.375, , , ,26.263, ,3.816, , , , 
9/30/2009,7.076, ,6.208,8.2, , , ,10.751, , , ,18.293, , , ,26.181, ,3.734, , , , 
10/31/2009,6.979, ,6.123,8.115, , , ,10.667, , , ,18.208, , , ,26.096, ,3.649,5.205, , , 
11/30/2009,6.901, ,6.041,8.033, , , ,10.585, , ,9.929,18.126, , , ,26.014, ,3.567,5.126, , , 
12/31/2009,6.791, ,5.956,7.948, , , ,10.5, , ,9.847,18.041, , , ,25.929, ,3.482,5.041, , , 
1/31/2010,6.691, ,5.871,7.863, , , ,10.415, , ,9.762,17.956, , , ,25.844, ,3.397,4.956, , , 
2/28/2010,6.61, ,5.795,7.786, , , ,10.339, , ,9.685,17.879, , , ,25.767, ,3.321,7.752, , , 
3/31/2010,6.542, ,5.71,7.701, , , ,10.251, , ,9.6,17.795, , , ,25.682, ,3.236,7.693, , , 
4/30/2010,6.469, ,5.627,7.619, ,22.667, ,10.169, , ,9.518,17.712, , , ,25.6, ,3.153,7.618, , , 
5/31/2010,6.372, ,5.542,7.534, ,22.585, ,10.085, , ,9.433,17.627, , , ,25.515, ,3.068,7.531, , , 
6/30/2010,6.322, ,5.46,7.452, ,22.503, ,10.003, , ,9.351,17.545, , , ,25.433, ,2.986,7.455, , , 
7/31/2010,6.041, ,5.375,7.367, ,22.418, ,9.918, , ,9.576,17.46, , , ,25.348, ,2.901,7.42, , , 
8/31/2010,6.003, ,5.29,7.282, ,22.333, ,9.833, , ,9.49,17.375, , , ,25.263, ,2.816,7.316, , , 
9/30/2010,5.912, ,5.208,7.2, ,22.251, ,9.751, , ,9.408,17.293, , , ,25.181, ,2.734,7.182, , , 
10/31/2010,5.855, ,5.123,7.115, ,22.167, ,9.667, , ,9.323,17.208, , , ,25.096, ,2.649,7.116, , , 
11/30/2010,5.701, ,5.041,7.033, ,22.085, ,9.585, , ,9.247,17.126, , , ,25.014, ,2.567,7.016, , , 
12/31/2010,5.628, ,4.956,6.948, ,22, ,9.5, , ,9.161,17.041, , , ,24.929, ,2.482,6.923, , , 
1/31/2011,5.533, ,4.871,6.863, ,21.915, ,9.415, , ,9.072,16.956, , , ,24.844, ,2.397,6.87, , , 
2/28/2011,5.45, ,4.795,6.786, ,21.839, ,9.339, , ,8.994,16.879, , , ,24.767, ,2.321,6.754, , , 
3/31/2011,5.368, ,4.71,6.701, , , ,9.251, , ,9.271,16.795, , , ,24.682, ,2.236,7.137, , , 
4/30/2011,5.755, ,4.627,6.619, , , ,9.169, , ,9.191,16.712, , , ,24.6, ,2.153,7.054, , , 
5/31/2011,5.696, ,4.542,6.534, , ,9.948,9.085, , ,9.115,16.627, , , ,24.515, ,2.068,7.001, , , 
6/30/2011,6, ,4.46,6.452, , ,9.868,9.003, , ,9.033,16.545, , , ,24.433, ,1.986,6.914, , , 
7/31/2011,6.678, ,4.375,6.367, , ,9.784,8.918, , ,8.947,16.46, , , ,24.348, ,1.901,6.866, , , 
8/31/2011,6.602, ,4.29,6.282, , ,9.699,8.833, , ,8.863,16.375, , , ,24.263, ,1.816,6.765, , , 
9/30/2011,6.5, ,4.208,6.2, , ,9.616,8.751, , ,8.77,16.293, , , ,24.181, ,1.734,6.643, , , 
10/31/2011,6.42, ,4.123,6.115, , ,9.532,8.667, , ,8.69,16.208, , , ,24.096, ,1.649,6.566, , , 
11/30/2011,7.002, ,4.041,6.033, , ,9.449,8.585, , ,8.616,16.126, , , ,24.014, ,1.567,6.818,9.923, , 
12/31/2011,6.946, ,3.956,5.948, , ,9.364,8.5, , ,8.529,16.041, , , ,23.929, ,1.482,6.747,9.841, , 
1/31/2012,6.873, ,3.871,5.863, , ,9.279,8.415, , ,8.446,15.956, , , ,23.844, ,1.397,6.674,9.756, , 
2/29/2012,7.089, ,3.792,5.784, , ,9.2,8.336, , ,8.364,15.877, , , ,23.764, ,1.318,7.292,9.677, , 
3/31/2012,6.988, ,3.71,5.701, , ,9.118,8.251, , ,8.272,15.795, , , ,23.682, ,1.236,7.227,9.595, , 
4/30/2012,6.919, ,3.627,5.619, , ,9.036,8.169, , ,7.358,15.712, , , ,23.6, ,1.153,7.152,9.512, , 
5/31/2012,6.823, ,3.542,5.534, , ,8.951,8.085, , ,7.267,15.627, , , ,23.515, ,1.068,7.047,9.427, , 
6/30/2012,6.772, ,3.46,5.452, , ,8.868,8.003, , ,7.2,15.545, , , ,23.433, ,0.986,7.004,9.345, , 
7/31/2012,6.745, ,3.375,5.367, , ,8.784,7.918, , ,7.112,15.46, , , ,23.348, , ,6.955,9.26, , 
8/31/2012,6.664, ,3.29,5.282, ,20.331,8.699,7.833, , ,7.032,15.375, , , ,23.263, , ,6.863,9.175, , 
9/30/2012,7.056, ,3.208,5.2, ,20.251,8.616,7.751,9.97, ,6.956,15.293, , ,10.959,23.181, , ,6.809,9.093, , 
10/31/2012,6.974, ,3.123,5.115, ,20.167,8.532,7.667,9.888, ,6.892,15.208, , ,10.871,23.096, , ,6.727,9.008, , 
11/30/2012,6.905, ,3.041,5.033, ,20.085,8.449,7.585,9.805, ,6.812,15.126, , ,10.789,23.014, , ,6.664,8.926, , 
12/31/2012,6.821, ,2.956,4.948, ,20,8.364,7.5,9.721, ,6.726,15.041, , ,10.704,22.929,16.139, ,6.585,8.841, , 
1/31/2013,7.134, ,2.871,4.863, ,19.915,8.279,7.415,9.636, ,6.632,14.956, , ,10.619,22.844,16.055, ,6.493,8.756, , 
2/28/2013,7.061, ,2.795,4.786, ,19.839,8.203,7.339,9.559, ,6.549,14.879,9.658, ,10.542,22.767,15.978, ,6.404,8.679, , 
3/31/2013,6.959, ,2.71,4.701, ,19.751,8.118,7.251,9.474, ,6.444,14.795,9.573, ,10.458,22.682,24.893, ,6.315,8.595, , 
4/30/2013,6.905, ,2.627,4.619, ,19.669,8.036,7.169,9.392, ,7.085,14.712,9.49, ,10.375,22.6,24.811, ,6.267,8.512, , 
5/31/2013,6.795, ,2.542,4.534,10.79,19.585,7.951,7.085,9.307, ,6.988,14.627,8.863, ,10.29,22.515,24.726, ,6.139,8.427,9.921, 
6/30/2013,6.671, ,2.46,4.452,10.708,19.503,7.868,7.003,9.225, ,6.895,14.545,8.765, ,10.208,22.433,24.644, ,6.02,8.345,9.838, 
7/31/2013,6.597, ,2.375,4.367,10.623,19.418,7.784,6.918,9.14, ,6.809,14.46,8.682, ,10.123,22.348,24.559, ,5.962,8.26,9.753, 
8/31/2013,6.492, ,2.29,4.282,10.538,19.333,7.699,6.833,9.055, ,6.711,14.375,8.592, ,10.038,22.263,24.474, ,5.852,8.175,9.668, 
9/30/2013,6.42, ,2.208,4.2,10.456,19.251,7.616,6.751,8.973, ,6.626,14.293,8.519, ,9.956,22.181,24.392, ,5.787,8.093,9.586, 
10/31/2013,6.355, ,2.123,4.115,10.372,19.167,7.532,6.667,8.888, ,6.557,14.208,8.429, ,9.871,22.096,24.307, ,5.712,8.008,9.501, 
11/30/2013,6.255, ,2.041,4.033,10.29,19.085,7.449,6.585,8.805, ,7.138,14.126,8.36, ,9.789,22.014,24.225, ,5.622,7.926,9.419, 
12/31/2013,6.167, ,1.956,10.948,8.516,19,7.364,8.683,8.721, ,7.063,14.041,8.268, ,9.704,21.929,24.14, ,5.535,7.841,9.334, 
1/31/2014,6.574, ,1.871,10.863,8.453,18.915,7.279,8.607,8.636, ,6.969,13.956,8.187, ,9.619,21.844,24.055, ,6.516,7.756,9.249, 
2/28/2014,6.52, ,1.789,10.781,8.355,18.833,7.201,8.533,8.556, ,6.92,13.873,8.009, ,9.539,21.762,23.978, ,6.449,7.676,9.171, 
3/31/2014,6.427,9.964,1.706,10.698,8.239,18.747,7.117,8.446,8.47, ,6.844,13.79,7.932, ,9.453,21.679,23.887, ,6.365,7.59,9.087, 
4/30/2014,6.352,9.881,1.623,10.615,8.156,18.667,7.034,8.377,9.345,6.417,6.773,13.706,7.852, ,9.373,21.595,23.811, ,6.289,7.509,9.004, 
5/31/2014,6.302,9.798,1.539,10.531,8.09,18.581,6.951,8.303,9.254,6.331,6.711,13.623,7.781, ,9.287,21.512,23.72, ,6.209,7.423,8.921, 
6/30/2014,6.215,9.714,7.822,10.448,8.042,18.5,6.867,8.248,9.181,6.25,6.626,13.54,7.699, ,9.206,21.429,23.645, ,6.127,7.343,8.837, 
7/31/2014,6.681,9.631,7.758,10.365,7.963,16.491,8.257,8.15,9.101,6.167,6.527,13.456,7.62, ,9.123,21.345,23.561, ,6.034,7.259,8.754, 
8/31/2014,6.607,9.548,7.762,10.281,7.877,16.424,8.193,8.061,9.014,6.081,6.449,13.373,7.536, ,9.037,21.262,23.47, ,5.955,7.173,8.671, 
9/30/2014,6.503,9.464,7.628,10.198,7.774,16.327,8.085,7.974,8.948,6,6.367,13.29,7.451, ,8.956,21.179,23.395, ,5.874,7.093,8.587, 
10/31/2014,6.852,9.381,7.546,10.115,7.691,16.242,8.008,7.89,8.848,5.914,6.298,13.206,7.364, ,8.87,21.095,23.303, ,5.791,7.007,8.504, 
11/30/2014,6.776,9.298,7.448,10.031,7.597,16.171,7.962,7.807,8.766,5.833,6.223,13.123,7.299, ,8.789,21.012,23.228, ,5.716,6.926,8.421, 
12/31/2014,6.698,9.214,9.473,9.948,7.55,16.019,7.874,7.741,8.683,5.75,6.142,13.04,7.217, ,8.706,20.929,23.145, ,5.633,6.843,8.337, 
1/31/2015,6.636,9.131,9.387,9.865,7.468,15.988,7.77,7.657,8.597,5.658,6.06,12.956,7.162, ,8.62,20.845,23.053, ,5.547,6.757,8.254, 
2/28/2015,6.55,9.048,9.306,9.781,7.383,15.9,7.685,7.572,8.512,5.583,5.982,12.873,7.074, ,8.539,20.762,22.978, ,5.473,6.676,8.171, 
3/31/2015,6.466,8.964,7.972,9.698,7.282,15.122,7.599,7.486,8.435,7.743,5.895,12.79,6.998, ,8.453,20.679,22.887, ,5.391,6.59,8.087, 
4/30/2015,6.379,8.881,7.926,9.615,7.189,15.038,7.519,7.404,8.344,7.689,5.815,12.706,6.913, ,8.373,20.595,22.811, ,5.308,6.509,8.004, 
5/31/2015,6.288,8.798,7.153,9.531,7.118,14.956,7.461,7.324,8.26,7.614,5.731,12.623,6.818, ,8.287,20.512,22.72, ,5.217,6.423,7.921, 
6/30/2015,6.197,8.714,7.002,9.579,7.055,14.829,7.369,7.266,8.176,7.512,5.629,12.54,6.72, ,8.206,20.429,22.645, ,5.13,6.343,7.837, 
7/31/2015,6.127,8.631,6.905,9.496,6.97,14.764,7.259,7.181,9.745,7.418,5.531,12.456,6.638, ,8.123,20.345,22.561, ,5.039,6.259,7.754, 
8/31/2015,6.043,8.548,6.87,9.412,6.888,14.69,7.172,7.09,9.657,7.335,5.46,12.373,6.556, ,8.037,20.262,22.47, ,4.961,6.173,7.671, 
9/30/2015,5.955,8.464,6.873,9.328,6.775,14.629,7.086,7,9.581,7.24,5.371,12.29,6.473, ,7.956,20.179,22.395, ,4.888,6.093,7.587, 
10/31/2015,5.876,8.381,6.76,9.244,6.688,14.539,7.007,6.904,9.527,7.162,5.3,12.206,6.392, ,7.87,20.095,22.303, ,4.803,8.324,7.504, 
11/30/2015,5.791,8.298,6.67,9.161,6.606,14.463,6.953,6.815,9.445,7.084,5.229,12.123,6.309, ,7.789,20.012,22.228, ,4.721,8.265,7.421, 
12/31/2015,5.707,8.214,6.53,9.077,6.561,14.338,6.86,6.767,9.347,6.993,5.137,12.04,6.224, ,7.706,19.929,22.145, ,4.638,8.16,7.337, 
1/31/2016,5.637,8.131,6.463,8.992,6.461,14.289,6.743,6.66,9.194,6.908,5.059,11.956,6.148, ,7.62,19.845,22.053, ,4.545,8.071,7.254, 
2/29/2016,5.563,8.048,6.371,8.91,6.381,14.204,6.669,6.564,9.106,6.827,4.975,11.873,6.064, ,7.539,19.762,21.978, ,4.474,7.996,7.171, 
3/31/2016,5.47,7.964,6.344,8.826,6.277,14.138,6.59,6.501,9.064,6.738,4.9,11.79,5.988, ,7.453,19.679,21.887, ,4.391,7.912,7.087, 
4/30/2016,5.899,7.881,6.254,8.743,6.178,14.023,6.509,6.44,9.019,6.657,5.555,11.706,5.9, ,7.373,19.595,21.811, ,4.313,7.811,7.004, 
5/31/2016,5.817,7.798,6.139,8.66,6.114,13.946,6.453,6.325,8.932,6.57,5.478,11.623,5.819, ,7.287,19.512,21.72, ,4.226,7.755,6.921, 
6/30/2016,5.745,7.714,5.996,8.578,6.067,13.823,6.377,6.274,8.854,6.507,5.403,11.54,5.574, ,7.206,19.429,21.645, ,4.15,7.702,6.837, 
7/31/2016,5.693,7.631,5.893,8.493,5.989,13.764,6.282,6.189,8.725,6.449,5.318,11.456,5.499, ,7.123,19.345,21.561, ,4.061,7.628,6.754, 
8/31/2016,5.616,7.548,5.756,8.41,5.908,13.682,6.21,8.152,8.649,6.373,5.239,11.373,5.425, ,7.037,19.262,21.47, ,3.984,7.549,6.671, 
9/30/2016,5.534,7.464,5.679,8.327,5.808,13.59,6.134,8.064,8.592,6.275,5.17,11.29,5.285, ,6.956,19.179,21.395, ,4.294,7.465,6.587, 
10/31/2016,5.429,7.381,5.603,8.243,5.717,13.5,6.049,7.982,8.527,6.183,5.072,11.206,5.118, ,6.87,19.095,21.303, ,4.202,7.344,6.504, 
11/30/2016,5.307,7.298,5.51,8.16,5.611,13.415,5.982,7.871,8.433,6.084,4.983,11.123,4.874, ,6.789,19.012,21.228, ,4.158,7.264,6.421, 
12/31/2016,5.354,7.214,5.935,8.077,5.565,13.282,5.895,7.835,8.348,6.017,4.901,11.04,4.783, ,6.706,18.929,21.145, ,4.074,7.174,6.337, 
1/31/2017,5.292,7.131,6.404,7.993,7.2,13.213,5.784,7.765,8.228,5.925,4.813,10.956,4.709, ,6.62,18.845,21.053, ,3.977,7.09,6.254, 
2/28/2017,5.223,7.048,6.341,7.911,7.124,13.126,5.702,7.67,8.163,5.837,4.735,10.873,4.635, ,6.539,18.762,20.978, ,3.914,7.02,6.171, 
3/31/2017,5.142,6.964,6.292,7.827,7.042,13.061,5.616,7.576,8.105,5.766,4.656,10.79,4.407, ,6.453,18.679,20.911, ,3.824,6.934,6.087, 
4/30/2017,5.058,6.881,6.196,7.744,6.977,12.992,5.534,7.474,8.035,5.702,4.571,10.706,4.335, ,6.373,18.595,20.911, ,3.746,6.831,6.004, 
5/31/2017,4.984,6.798,6.119,7.661,6.891,12.917,10.732,7.393,7.949,5.627,4.502,10.623,4.487, ,6.287,18.512,20.911, ,3.659,6.778,5.921, 
6/30/2017,4.907,6.714,6.395,7.579,6.846,13.632,10.676,7.344,7.874,5.544,4.42,10.54,4.41, ,6.206,18.429,16.645, ,3.581,6.691,5.837, 
7/31/2017,4.835,6.631,6.324,7.495,6.74,13.581,10.63,7.275,7.754,5.465,4.341,10.456,4.331, ,6.123, ,16.561, ,3.489,6.605,5.754, 
8/31/2017,4.761,6.548,6.252,7.446,6.678,13.488,10.543,7.191,7.672,5.385,4.256,8.998,4.257, ,6.037, ,16.486, ,3.414,6.517,5.671, 
9/30/2017,4.543,10.386,5.668,7.364,6.599,13.413,10.449,7.1,7.605,5.308,4.181,8.923,4.155, ,5.956, ,16.395, ,3.296,6.436,5.587, 
10/31/2017,4.454,10.283,6.913,7.28,6.52,13.331,10.366,7.018,7.537,5.226,4.091,8.837,4.059, ,5.87, ,16.303, ,3.208,6.326,5.504, 
11/30/2017,4.373,10.209,6.853,7.197,6.435,13.38,10.299,6.943,7.455,5.152,4.022,8.759,4.038, ,5.789, ,16.228, ,3.129,6.271,5.421, 
12/31/2017,4.529,10.118,6.774,7.114,6.393,13.24,10.239,6.888,7.379,5.075,3.941,8.674,3.959, ,5.706, ,16.145, ,3.046,6.194,5.337, 
1/31/2018,4.448,10.06,7.3,7.03,6.278,13.19,10.192,6.812,7.249,5.001,3.846,8.571,3.857, ,5.62, ,16.053, ,2.947,6.12,5.254, 
2/28/2018,4.355,9.898,7.213,6.947,6.181,13.126,9.989,6.717,7.161,4.903,3.75,8.475,5.576, ,5.539, ,15.978, ,2.878,6.036,5.171, 
3/31/2018,4.276,9.867,7.058,6.863,6.114,13.015,17.08,6.629,7.085,4.815,3.673,8.43,5.645, ,5.453, ,15.887, ,2.789,5.947,5.087, 
4/30/2018,4.18,9.761,6.907,6.781,6.015,12.93,16.896,6.554,7.008,4.722,3.58,8.348,5.571, ,5.373, ,15.811, ,2.747,5.831,5.004, 
5/31/2018,4.09,9.692,6.822,6.695,5.914,12.829,16.789,6.431,6.906,4.618,3.503,8.26,5.482, ,5.287, ,15.72, ,2.658,5.754,4.921, 
6/30/2018,4.008,9.601,6.69,6.613,5.865,12.715,16.603,6.374,6.827,4.523,3.423,8.17,5.403, ,5.206, ,15.645, ,2.579,5.651,4.837, 
7/31/2018,4.608,9.56,6.633,6.53,5.763,12.658,16.688,6.306,6.705,4.47,3.341,8.069,5.32, ,5.123, ,15.561, ,2.488,5.596,4.754, 
8/31/2018,4.524,9.38,6.522,6.445,5.679,12.546,16.445,6.207,6.602,4.368,3.254,7.98,5.227, ,5.037, ,15.47, ,2.413,5.498,4.671, 
9/30/2018,4.447,9.371,6.512,6.363,5.595,12.511,16.35,6.097,6.529,4.284,3.179,7.936,5.149, ,4.956, ,15.395, ,2.333,5.414,4.587, 
10/31/2018,4.359,9.272,6.352,6.279,5.479,12.406,16.054,6.003,6.463,4.195,3.085,7.845,5.067, ,4.87, ,15.303, ,2.244,5.272,4.504, 
11/30/2018,4.279,9.139,5.958,6.196,5.394,12.304,16.13,5.921,6.403,4.12,3.517,7.76,4.987, ,4.789, ,15.228, ,2.166,5.207,4.421, 
12/31/2018,4.202,9.11,5.851,6.111,5.37,12.168,16.03,5.859,6.321,4.04,3.438,7.678,4.904, ,4.706, ,15.145, ,2.083,5.141,4.337, 
1/31/2019,4.119,9.044,5.792,6.028,5.281,12.112,16.148,5.791,6.19,3.973,3.361,7.571,4.818, ,4.62, ,15.053, ,1.987,5.097,4.254, 
2/28/2019,4.039,8.934,6.006,5.945,5.203,12.046,16.115,5.712,6.101,3.908,3.282,7.491,4.735, ,4.539, ,14.978, ,2.477,5.012,4.171, 
3/31/2019,3.969,8.884,6.406,5.861,5.142,11.978,15.915,5.648,6.03,3.833,3.212,7.434,4.648, ,4.453, ,14.887, ,2.396,4.928,4.087, 
4/30/2019,3.889,8.842,6.322,5.779,5.059,11.891,15.809,5.568,5.965,3.754,3.125,7.358,4.573, ,4.373, ,14.811, ,2.318,4.826,4.004, 
5/31/2019,3.807,8.768,6.229,5.695,4.976,11.641,15.625,5.482,5.887,3.686,3.043,7.263,4.485, ,4.287, ,14.72, ,2.23,4.77,3.921, 
6/30/2019,3.738,8.74,6.307,5.612,4.947,11.534,15.749,5.432,5.807,3.619,2.973,7.194,4.407, ,4.206, ,14.645, ,2.152,4.702,3.837, 
7/31/2019,3.649,8.658,6.198,5.529,4.842,11.469,15.763,6.106,5.667,3.541,3.362,7.082,4.324, ,4.123, ,14.561, ,2.062,4.63,3.754, 
8/31/2019,3.574,8.58,6.049,5.444,4.757,11.389,15.689,6.016,5.582,3.461,3.283,6.996,4.232, ,4.037, ,14.47, ,1.975,4.539,3.671, 
9/30/2019,3.494,8.537,6.01,5.363,4.673,11.321,15.473,5.937,5.53,7.543,3.214,6.94,4.153, ,3.956, ,14.395, ,1.903,4.463,3.587, 
10/31/2019,3.464,8.452,6.156,5.279,4.583,11.821,15.444,5.849,5.463,7.453,3.128,6.857,4.07, ,3.87, ,14.303, ,1.815,4.357,3.504, 
11/30/2019,3.379,8.381,6.088,5.197,4.503,11.738,15.405,5.767,5.393,7.38,3.044,6.776,3.991, ,3.789, ,14.228, ,1.736,4.304,3.421, 
12/31/2019,3.295,8.285,6.01,5.112,5.856,11.624,15.422,5.689,5.306,7.292,2.961,6.692,3.908, ,3.706,9.751,14.145, ,1.653,4.234,3.337, 
1/31/2020,3.212,8.233,5.848,5.028,5.761,11.524,15.459,5.623,5.149,7.219,2.869,6.575,3.82, ,3.62,9.668,14.053, ,1.559,4.158,3.254, 
2/29/2020,3.136,8.115,5.781,7.385,5.68,11.433,15.36,5.519,5.072,7.146,2.785,6.493,3.737, ,3.539,9.584,13.978, ,1.48,4.059,3.171, 
3/31/2020,3.057,7.91,5.761,7.207,5.547,11.417,14.81,5.433,4.983,7.101,2.7,6.436,3.649, ,3.453,9.501,13.887, ,1.398,3.875,3.087, 
4/30/2020,3.358,7.879,6.085,7.267,5.52,11.338,14.842,5.345,4.982,7.024,3.372,6.366,3.576, ,3.373,9.418,13.811, ,1.759,3.815,3.004, 
5/31/2020,3.281,7.841,5.909,7.095,5.448,11.247,16.663,5.268,4.889,6.93,3.288,6.304,3.489, ,3.287,9.334,13.72, ,1.668,3.803,2.921, 
6/30/2020,3.204,7.777,5.868,7.082,6.826,11.145,16.615,6.317,4.794,6.839,3.207,6.215,3.411, ,3.206,9.251,13.645, ,1.593,3.747,2.837, 
7/31/2020,3.121,7.612,5.852,7.03,6.766,11.042,16.595,6.238,4.659,6.76,3.119,6.032,3.328, ,3.123,9.168,13.561, ,1.509,3.653,2.754, 
8/31/2020,3.038,7.526,5.992,6.899,6.711,10.962,16.615,6.172,4.57,6.689,3.035,5.934,3.236, ,3.037,9.084,13.47, ,1.418,3.57,2.671, 
9/30/2020,2.969,7.439,14.381,6.786,6.647,10.885,16.33,6.082,4.505,6.609,2.953,5.859,3.156, ,2.956,9.001,13.395, ,1.343,3.466,2.587, 
10/31/2020,2.878,7.358,14.305,6.687,6.579,10.82,16.266,6.007,4.45,6.509,2.873,5.764,3.074, ,2.87,8.918,13.303, ,1.251,3.372,2.504, 
11/30/2020,2.797,7.334,14.278,6.655,6.509,10.707,16.435,5.934,4.378,6.406,2.791,5.707,2.994, ,2.789,8.834,13.228, ,1.176,4.911,2.421, 
12/31/2020,2.714,7.282,14.214,6.624,6.405,10.737,16.373,5.851,4.322,6.336,2.708,5.633,2.911, ,2.706,8.751,13.145, ,1.093,4.828,2.337, 
1/31/2021,2.627,7.186,14.156,6.477,6.312,10.655,16.257,5.772,4.167,6.248,2.618,5.448,2.824, ,2.62,8.668,13.053, ,1.001,4.745,2.254, 
